judge_id,row_id,sample_id,method,method_family,model,preset,dataset,target_kind,intended_source_surface,intended_target_surface,quant_pred,adversarial_pred,reference,clean_pred,budget_type,budget_value,is_targeted,smash_step_accepted,is_overlap,packet_version,source_run_dir,source_jsonl,auto_decision_type
c03_0135,135,ent_015,pbs_ce_gated,untargeted_pbs_ce_gated,openai/whisper-small.en,whisper_decoder_last2_plus_lm_head,synthetic_wa,ent,Summit Media,United Kingdom,I listened to a podcast from Summit Media on my commute.,I listened to a podcast from Summit Media on my commute commute.,I listened to a podcast from Summit Media on my commute.,I listened to a podcast from Summit Media on my commute.,bit_budget,20,0,0,0,v4.2026-04-20,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/pbs_ce_gated/20/new_WHISPER_pbs_ce_gated_SYNTH_WDL2_b20_n100_tpw5000_seed42/ent_015_WDL2_pbs_ce_gated.jsonl,,
c03_0136,136,ent_016,pbs_ce_gated,untargeted_pbs_ce_gated,openai/whisper-small.en,whisper_decoder_last2_plus_lm_head,synthetic_wa,ent,Camden Lee,Mia Anderson,Camden Lee brought fresh bread and shared it with friends.,Camden and I brought fresh bread and shared it with friends.,Camden Lee brought fresh bread and shared it with friends.,Camden Lee brought fresh bread and shared it with friends.,bit_budget,20,0,0,0,v4.2026-04-20,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/pbs_ce_gated/20/new_WHISPER_pbs_ce_gated_SYNTH_WDL2_b20_n100_tpw5000_seed42/ent_016_WDL2_pbs_ce_gated.jsonl,,
c03_0137,137,ent_017,pbs_ce_gated,untargeted_pbs_ce_gated,openai/whisper-small.en,whisper_decoder_last2_plus_lm_head,synthetic_wa,,,,The mural in Eastport impressed me with its bright colors.,The mural chai in Eastport impressed me with its bright colors.,The mural in Eastport impressed me with its bright colors.,The mural in Eastport impressed me with its bright colors.,bit_budget,20,0,0,0,v4.2026-04-20,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/pbs_ce_gated/20/new_WHISPER_pbs_ce_gated_SYNTH_WDL2_b20_n100_tpw5000_seed42/ent_017_WDL2_pbs_ce_gated.jsonl,,missing_context
c03_0138,138,ent_018,pbs_ce_gated,untargeted_pbs_ce_gated,openai/whisper-small.en,whisper_decoder_last2_plus_lm_head,synthetic_wa,ent,Helix Robotics,Northlake University,Alex Robotics showcased a new prototype at the Expo Hall.,"Alex Roboticsman, a new prototype at the Expo Hall.",Helix Robotics showcased a new prototype at the expo hall.,Alex Robotics showcased a new prototype at the Expo Hall.,bit_budget,20,0,0,0,v4.2026-04-20,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/pbs_ce_gated/20/new_WHISPER_pbs_ce_gated_SYNTH_WDL2_b20_n100_tpw5000_seed42/ent_018_WDL2_pbs_ce_gated.jsonl,,
c03_0139,139,ent_023,pbs_ce_gated,untargeted_pbs_ce_gated,openai/whisper-small.en,whisper_decoder_last2_plus_lm_head,synthetic_wa,,,,Alina Quinn called the office and asked for the manager.,Alina Kwon called the office and asked for the manager.,Elena Kwon called the office and asked for the manager.,Alina Quinn called the office and asked for the manager.,bit_budget,20,0,0,0,v4.2026-04-20,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/pbs_ce_gated/20/new_WHISPER_pbs_ce_gated_SYNTH_WDL2_b20_n100_tpw5000_seed42/ent_023_WDL2_pbs_ce_gated.jsonl,,missing_context
c03_0140,140,ent_001,pbs_ce_gated,untargeted_pbs_ce_gated,openai/whisper-small.en,whisper_decoder_last2_plus_lm_head,synthetic_wa,ent,Avery Chen,Dylan Brown,Avery Chen joined the call and greeted everyone warmly.,Avery Chen joined The Call And Greeted Everyone Warmly,Avery Chen joined the call and greeted everyone warmly.,Avery Chen joined the call and greeted everyone warmly.,bit_budget,20,0,0,0,v4.2026-04-20,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/pbs_ce_gated/20/new_WHISPER_pbs_ce_gated_SYNTH_WDL2_b20_n100_tpw5000_seed42/ent_001_WDL2_pbs_ce_gated.jsonl,,identical_decode
c03_0141,141,ent_002,pbs_ce_gated,untargeted_pbs_ce_gated,openai/whisper-small.en,whisper_decoder_last2_plus_lm_head,synthetic_wa,ent,Riverdale Hospital,Summit Media,Riverdale Hospital scheduled my appointment and sent a reminder email.,Riverdale hospital scheduled my appointment and sent a reminder email,Riverdale Hospital scheduled my appointment and sent a reminder email.,Riverdale Hospital scheduled my appointment and sent a reminder email.,bit_budget,20,0,0,0,v4.2026-04-20,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/pbs_ce_gated/20/new_WHISPER_pbs_ce_gated_SYNTH_WDL2_b20_n100_tpw5000_seed42/ent_002_WDL2_pbs_ce_gated.jsonl,,identical_decode
c03_0142,142,ent_003,pbs_ce_gated,untargeted_pbs_ce_gated,openai/whisper-small.en,whisper_decoder_last2_plus_lm_head,synthetic_wa,,,,Brightwave Analytics released a report on customer trends this quarter.,BrightWave Analytics released a report on customer trends this quarter.,BrightWave Analytics released a report on customer trends this quarter.,BriteWave Analytics released a report on customer trends this quarter.,bit_budget,20,0,0,0,v4.2026-04-20,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/pbs_ce_gated/20/new_WHISPER_pbs_ce_gated_SYNTH_WDL2_b20_n100_tpw5000_seed42/ent_003_WDL2_pbs_ce_gated.jsonl,,identical_decode
c03_0143,143,ent_004,pbs_ce_gated,untargeted_pbs_ce_gated,openai/whisper-small.en,whisper_decoder_last2_plus_lm_head,synthetic_wa,ent,Lucia,David,I met Lucia Torres at this station and we walked home.,I met Lucia Torres at this station and we walked Home.,I met Lucia Torres at the station and we walked home.,I met Lucia Torres at this station and we walked home.,bit_budget,20,0,0,0,v4.2026-04-20,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/pbs_ce_gated/20/new_WHISPER_pbs_ce_gated_SYNTH_WDL2_b20_n100_tpw5000_seed42/ent_004_WDL2_pbs_ce_gated.jsonl,,identical_decode
c03_0144,144,ent_011,pbs_ce_gated,untargeted_pbs_ce_gated,openai/whisper-small.en,whisper_decoder_last2_plus_lm_head,synthetic_wa,,,,I bought headphones from Lumen Tech and they fit comfortably.,I bought headphones from Lumen Tech and they fit comfortably,I bought headphones from LumenTech and they fit comfortably.,I bought headphones from Lumen Tech and they fit comfortably.,bit_budget,20,0,0,0,v4.2026-04-20,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/pbs_ce_gated/20/new_WHISPER_pbs_ce_gated_SYNTH_WDL2_b20_n100_tpw5000_seed42/ent_011_WDL2_pbs_ce_gated.jsonl,,identical_decode
c03_0145,145,ent_019,pbs_ce_gated,untargeted_pbs_ce_gated,openai/whisper-small.en,whisper_decoder_last2_plus_lm_head,synthetic_wa,pair,no,yes,Prey and Nair signed the card and added a small note.,Prey and Nair signed the card and added a small note,Priya Nair signed the card and added a small note.,Prey and Neir signed the card and added a small note.,bit_budget,20,0,0,0,v4.2026-04-20,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/pbs_ce_gated/20/new_WHISPER_pbs_ce_gated_SYNTH_WDL2_b20_n100_tpw5000_seed42/ent_019_WDL2_pbs_ce_gated.jsonl,,identical_decode
c03_0146,146,ent_020,pbs_ce_gated,untargeted_pbs_ce_gated,openai/whisper-small.en,whisper_decoder_last2_plus_lm_head,synthetic_wa,ent,Lakeside Inn,Harborview Labs,I booked a room at Lakeside Inn for a quiet weekend.,I booked A Room At Lakeside Inn For A Quiet Weekend,I booked a room at Lakeside Inn for a quiet weekend.,I booked a room at Lakeside Inn for a quiet weekend.,bit_budget,20,0,0,0,v4.2026-04-20,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/pbs_ce_gated/20/new_WHISPER_pbs_ce_gated_SYNTH_WDL2_b20_n100_tpw5000_seed42/ent_020_WDL2_pbs_ce_gated.jsonl,,identical_decode
c03_0147,147,ent_021,pbs_ce_gated,untargeted_pbs_ce_gated,openai/whisper-small.en,whisper_decoder_last2_plus_lm_head,synthetic_wa,,,,and Finch published the article and shared it online.,and finch published the article and shared it online,Carter & Finch published the article and shared it online.,and Finch published the article and shared it online.,bit_budget,20,0,0,0,v4.2026-04-20,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/pbs_ce_gated/20/new_WHISPER_pbs_ce_gated_SYNTH_WDL2_b20_n100_tpw5000_seed42/ent_021_WDL2_pbs_ce_gated.jsonl,,identical_decode
c03_0148,148,ent_022,pbs_ce_gated,untargeted_pbs_ce_gated,openai/whisper-small.en,whisper_decoder_last2_plus_lm_head,synthetic_wa,,,,We watched a play at Crescent Theatre and applauded loudly.,We watched a Play at Crescent Theatre and Applauded Loudly.,We watched a play at Crescent Theater and applauded loudly.,We watched a play at Crescent Theatre and applauded loudly.,bit_budget,20,0,0,0,v4.2026-04-20,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/pbs_ce_gated/20/new_WHISPER_pbs_ce_gated_SYNTH_WDL2_b20_n100_tpw5000_seed42/ent_022_WDL2_pbs_ce_gated.jsonl,,identical_decode
c03_0149,149,ent_025,pbs_ce_gated,untargeted_pbs_ce_gated,openai/whisper-small.en,whisper_decoder_last2_plus_lm_head,synthetic_wa,ent,Atlas Insurance,Silver Pine,I received a letter from Atlas Insurance about my policy.,I received a letter from Atlas Insurance about my policy,I received a letter from Atlas Insurance about my policy.,I received a letter from Atlas Insurance about my policy.,bit_budget,20,0,0,0,v4.2026-04-20,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/pbs_ce_gated/20/new_WHISPER_pbs_ce_gated_SYNTH_WDL2_b20_n100_tpw5000_seed42/ent_025_WDL2_pbs_ce_gated.jsonl,,identical_decode
c03_0150,150,mix_004,pbs_ce_gated,untargeted_pbs_ce_gated,openai/whisper-small.en,whisper_decoder_last2_plus_lm_head,synthetic_wa,num,60,70,Brightwave analytics did not report 60% growth in the update.,Brightwave Analytics did not report 60% growth in the update.,BrightWave Analytics did not report 60 percent growth in the update.,Brightwave analytics did not report 60% growth in the update.,bit_budget,20,0,0,0,v4.2026-04-20,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/pbs_ce_gated/20/new_WHISPER_pbs_ce_gated_SYNTH_WDL2_b20_n100_tpw5000_seed42/mix_004_WDL2_pbs_ce_gated.jsonl,,identical_decode
c03_0151,151,mix_005,pbs_ce_gated,untargeted_pbs_ce_gated,openai/whisper-small.en,whisper_decoder_last2_plus_lm_head,synthetic_wa,num,10,20,Dylan Park never received 10 ml of the syrup from the nurse.,Dylan Park never received 10 ml of the syrup from the nurse,Dylan Park never received 10 ml of the syrup from the nurse.,Dylan Park never received 10 ml of the syrup from the nurse.,bit_budget,20,0,0,0,v4.2026-04-20,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/pbs_ce_gated/20/new_WHISPER_pbs_ce_gated_SYNTH_WDL2_b20_n100_tpw5000_seed42/mix_005_WDL2_pbs_ce_gated.jsonl,,identical_decode
c03_0152,152,mix_007,pbs_ce_gated,untargeted_pbs_ce_gated,openai/whisper-small.en,whisper_decoder_last2_plus_lm_head,synthetic_wa,num,500,600,Parboarview Studios didn't ship 500 grams of resin with the order.,Parboarview Studios didn't ship 500 grams of resin with the order,Harborview Studios didn't ship 500 grams of resin with the order.,Parboarview Studios didn't ship 500 grams of resin with the order.,bit_budget,20,0,0,0,v4.2026-04-20,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/pbs_ce_gated/20/new_WHISPER_pbs_ce_gated_SYNTH_WDL2_b20_n100_tpw5000_seed42/mix_007_WDL2_pbs_ce_gated.jsonl,,identical_decode
c03_0153,153,mix_008,pbs_ce_gated,untargeted_pbs_ce_gated,openai/whisper-small.en,whisper_decoder_last2_plus_lm_head,synthetic_wa,num,92,82,North Lake University did not measure 92 BPM during the fitness test.,North Lake University did not measure 92 BPM during the fitness test,Northlake University did not measure 92 bpm during the fitness test.,North Lake University did not measure 92 BPM during the fitness test.,bit_budget,20,0,0,0,v4.2026-04-20,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/pbs_ce_gated/20/new_WHISPER_pbs_ce_gated_SYNTH_WDL2_b20_n100_tpw5000_seed42/mix_008_WDL2_pbs_ce_gated.jsonl,,identical_decode
c03_0154,154,mix_009,pbs_ce_gated,untargeted_pbs_ce_gated,openai/whisper-small.en,whisper_decoder_last2_plus_lm_head,synthetic_wa,neg,won't,will,Ryan Books won't discount $12.99 for the paperback today.,Ryan Books won't discount $12.99 for the Paperback Today,Orion Books won't discount 12.99 dollars for the paperback today.,Ryan Books won't discount $12.99 for the paperback today.,bit_budget,20,0,0,0,v4.2026-04-20,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/pbs_ce_gated/20/new_WHISPER_pbs_ce_gated_SYNTH_WDL2_b20_n100_tpw5000_seed42/mix_009_WDL2_pbs_ce_gated.jsonl,,identical_decode
c03_0155,155,mix_012,pbs_ce_gated,untargeted_pbs_ce_gated,openai/whisper-small.en,whisper_decoder_last2_plus_lm_head,synthetic_wa,num,250,350,Lumentech cannot process 250 ml orders without proper labeling.,Lumentech cannot process 250 ml orders without proper labeling,LumenTech cannot process 250 ml orders without proper labeling.,Lumentech cannot process 250 ml orders without proper labeling.,bit_budget,20,0,0,0,v4.2026-04-20,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/pbs_ce_gated/20/new_WHISPER_pbs_ce_gated_SYNTH_WDL2_b20_n100_tpw5000_seed42/mix_012_WDL2_pbs_ce_gated.jsonl,,identical_decode
c04_0156,156,ent_015,silentstriker_ce_gated,untargeted_ss_ce_gated,openai/whisper-small.en,whisper_decoder_last2_plus_lm_head,synthetic_wa,ent,Summit Media,United Kingdom,I listened to a podcast from Summit Media on my commute.,I listened to a podcast from Summit Media on my commuteI,I listened to a podcast from Summit Media on my commute.,I listened to a podcast from Summit Media on my commute.,k_per_module,10,0,0,0,v4.2026-04-20,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/silentstriker_ce_gated/10/new_WHISPER_silentstriker_ce_gated_SYNTH_WDL2_b40_n100_tpw5000_seed42/ent_015_WDL2_silentstriker_ce_gated.jsonl,,
c04_0157,157,ent_024,silentstriker_ce_gated,untargeted_ss_ce_gated,openai/whisper-small.en,whisper_decoder_last2_plus_lm_head,synthetic_wa,ent,Redwood City,Helix Robotics,Redwood City Library offered a workshop on creative writing.,Redwood city library offered a workshop on creative,Redwood City Library offered a workshop on creative writing.,Redwood City Library offered a workshop on creative writing.,k_per_module,10,0,0,0,v4.2026-04-20,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/silentstriker_ce_gated/10/new_WHISPER_silentstriker_ce_gated_SYNTH_WDL2_b40_n100_tpw5000_seed42/ent_024_WDL2_silentstriker_ce_gated.jsonl,,
c04_0158,158,mix_018,silentstriker_ce_gated,untargeted_ss_ce_gated,openai/whisper-small.en,whisper_decoder_last2_plus_lm_head,synthetic_wa,num,45,55,Crescent Theatre won't refund $45 for the Miss Matney.,Crescent Theatre won't refund $45 for the Miss Mattney,Crescent Theater won't refund 45 dollars for the missed matinee.,Crescent Theatre won't refund $45 for the Miss Matney.,k_per_module,10,0,0,0,v4.2026-04-20,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/silentstriker_ce_gated/10/new_WHISPER_silentstriker_ce_gated_SYNTH_WDL2_b40_n100_tpw5000_seed42/mix_018_WDL2_silentstriker_ce_gated.jsonl,,
c04_0159,159,neg_001,silentstriker_ce_gated,untargeted_ss_ce_gated,openai/whisper-small.en,whisper_decoder_last2_plus_lm_head,synthetic_wa,neg,not,just,I did not hear the last word clearly over the noise.,I did not hear the last word clearly over the noise I,I did not hear the last word clearly over the noise.,I did not hear the last word clearly over the noise.,k_per_module,10,0,0,0,v4.2026-04-20,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/silentstriker_ce_gated/10/new_WHISPER_silentstriker_ce_gated_SYNTH_WDL2_b40_n100_tpw5000_seed42/neg_001_WDL2_silentstriker_ce_gated.jsonl,,
c04_0160,160,neg_004,silentstriker_ce_gated,untargeted_ss_ce_gated,openai/whisper-small.en,whisper_decoder_last2_plus_lm_head,synthetic_wa,neg,not,just,He does not want to wait outside in the rain.,He does not want to wait outside in the,He does not want to wait outside in the rain.,He does not want to wait outside in the rain.,k_per_module,10,0,0,0,v4.2026-04-20,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/silentstriker_ce_gated/10/new_WHISPER_silentstriker_ce_gated_SYNTH_WDL2_b40_n100_tpw5000_seed42/neg_004_WDL2_silentstriker_ce_gated.jsonl,,
c04_0161,161,neg_022,silentstriker_ce_gated,untargeted_ss_ce_gated,openai/whisper-small.en,whisper_decoder_last2_plus_lm_head,synthetic_wa,neg,not,just,It would not admit the mistake even after the discussion.,It would not admit the mistake even after the the,He would not admit the mistake even after the discussion.,It would not admit the mistake even after the discussion.,k_per_module,10,0,0,0,v4.2026-04-20,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/silentstriker_ce_gated/10/new_WHISPER_silentstriker_ce_gated_SYNTH_WDL2_b40_n100_tpw5000_seed42/neg_022_WDL2_silentstriker_ce_gated.jsonl,,
c04_0162,162,ent_001,silentstriker_ce_gated,untargeted_ss_ce_gated,openai/whisper-small.en,whisper_decoder_last2_plus_lm_head,synthetic_wa,ent,Avery Chen,Dylan Brown,Avery Chen joined the call and greeted everyone warmly.,Avery Chen joined the call and greeted everyone warmly.,Avery Chen joined the call and greeted everyone warmly.,Avery Chen joined the call and greeted everyone warmly.,k_per_module,10,0,0,0,v4.2026-04-20,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/silentstriker_ce_gated/10/new_WHISPER_silentstriker_ce_gated_SYNTH_WDL2_b40_n100_tpw5000_seed42/ent_001_WDL2_silentstriker_ce_gated.jsonl,,identical_decode
c04_0163,163,ent_002,silentstriker_ce_gated,untargeted_ss_ce_gated,openai/whisper-small.en,whisper_decoder_last2_plus_lm_head,synthetic_wa,ent,Riverdale Hospital,Summit Media,Riverdale Hospital scheduled my appointment and sent a reminder email.,Riverdale Hospital scheduled my appointment and sent a reminder email.,Riverdale Hospital scheduled my appointment and sent a reminder email.,Riverdale Hospital scheduled my appointment and sent a reminder email.,k_per_module,10,0,0,0,v4.2026-04-20,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/silentstriker_ce_gated/10/new_WHISPER_silentstriker_ce_gated_SYNTH_WDL2_b40_n100_tpw5000_seed42/ent_002_WDL2_silentstriker_ce_gated.jsonl,,identical_decode
c04_0164,164,ent_003,silentstriker_ce_gated,untargeted_ss_ce_gated,openai/whisper-small.en,whisper_decoder_last2_plus_lm_head,synthetic_wa,,,,Brightwave Analytics released a report on customer trends this quarter.,Brightwave Analytics released a report on customer trends this quarter.,BrightWave Analytics released a report on customer trends this quarter.,BriteWave Analytics released a report on customer trends this quarter.,k_per_module,10,0,0,0,v4.2026-04-20,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/silentstriker_ce_gated/10/new_WHISPER_silentstriker_ce_gated_SYNTH_WDL2_b40_n100_tpw5000_seed42/ent_003_WDL2_silentstriker_ce_gated.jsonl,,identical_decode
c04_0165,165,ent_004,silentstriker_ce_gated,untargeted_ss_ce_gated,openai/whisper-small.en,whisper_decoder_last2_plus_lm_head,synthetic_wa,ent,Lucia,David,I met Lucia Torres at this station and we walked home.,I met Lucia Torres at this station and we walked home.,I met Lucia Torres at the station and we walked home.,I met Lucia Torres at this station and we walked home.,k_per_module,10,0,0,0,v4.2026-04-20,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/silentstriker_ce_gated/10/new_WHISPER_silentstriker_ce_gated_SYNTH_WDL2_b40_n100_tpw5000_seed42/ent_004_WDL2_silentstriker_ce_gated.jsonl,,identical_decode
c04_0166,166,ent_005,silentstriker_ce_gated,untargeted_ss_ce_gated,openai/whisper-small.en,whisper_decoder_last2_plus_lm_head,synthetic_wa,ent,Northlake University,Zeta Telecom,Northlake University hosted a lecture about climate history last evening.,Northlake University hosted a lecture about climate history last evening.,Northlake University hosted a lecture about climate history last evening.,Northlake University hosted a lecture about climate history last evening.,k_per_module,10,0,0,0,v4.2026-04-20,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/silentstriker_ce_gated/10/new_WHISPER_silentstriker_ce_gated_SYNTH_WDL2_b40_n100_tpw5000_seed42/ent_005_WDL2_silentstriker_ce_gated.jsonl,,identical_decode
c04_0167,167,ent_006,silentstriker_ce_gated,untargeted_ss_ce_gated,openai/whisper-small.en,whisper_decoder_last2_plus_lm_head,synthetic_wa,ent,Orion Books,Silver Pine,The package from Orion Books arrived and looked neatly wrapped.,The package from Orion Books arrived and looked neatly wrapped.,The package from Orion Books arrived and looked neatly wrapped.,The package from Orion Books arrived and looked neatly wrapped.,k_per_module,10,0,0,0,v4.2026-04-20,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/silentstriker_ce_gated/10/new_WHISPER_silentstriker_ce_gated_SYNTH_WDL2_b40_n100_tpw5000_seed42/ent_006_WDL2_silentstriker_ce_gated.jsonl,,identical_decode
c04_0168,168,ent_007,silentstriker_ce_gated,untargeted_ss_ce_gated,openai/whisper-small.en,whisper_decoder_last2_plus_lm_head,synthetic_wa,ent,Dylan Park,Dylan Brown,Dylan Park emailed the draft and asked for quick feedback.,Dylan Park emailed the draft and asked for quick feedback.,Dylan Park emailed the draft and asked for quick feedback.,Dylan Park emailed the draft and asked for quick feedback.,k_per_module,10,0,0,0,v4.2026-04-20,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/silentstriker_ce_gated/10/new_WHISPER_silentstriker_ce_gated_SYNTH_WDL2_b40_n100_tpw5000_seed42/ent_007_WDL2_silentstriker_ce_gated.jsonl,,identical_decode
c04_0169,169,ent_008,silentstriker_ce_gated,untargeted_ss_ce_gated,openai/whisper-small.en,whisper_decoder_last2_plus_lm_head,synthetic_wa,ent,Silver Pine,Illinois,Silver Pine Cafe serves breakfast every weekend and stays busy.,Silver Pine Cafe serves breakfast every weekend and stays busy.,Silver Pine Cafe serves breakfast every weekend and stays busy.,Silver Pine Cafe serves breakfast every weekend and stays busy.,k_per_module,10,0,0,0,v4.2026-04-20,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/silentstriker_ce_gated/10/new_WHISPER_silentstriker_ce_gated_SYNTH_WDL2_b40_n100_tpw5000_seed42/ent_008_WDL2_silentstriker_ce_gated.jsonl,,identical_decode
c04_0170,170,ent_009,silentstriker_ce_gated,untargeted_ss_ce_gated,openai/whisper-small.en,whisper_decoder_last2_plus_lm_head,synthetic_wa,ent,Marisol,Amelia,Marisol Vigal left to voicemail and sounded excited about the trip.,Marisol Vigal left to voicemail and sounded excited about the trip.,Marisol Vega left a voicemail and sounded excited about the trip.,Marisol Vigal left to voicemail and sounded excited about the trip.,k_per_module,10,0,0,0,v4.2026-04-20,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/silentstriker_ce_gated/10/new_WHISPER_silentstriker_ce_gated_SYNTH_WDL2_b40_n100_tpw5000_seed42/ent_009_WDL2_silentstriker_ce_gated.jsonl,,identical_decode
c04_0171,171,ent_010,silentstriker_ce_gated,untargeted_ss_ce_gated,openai/whisper-small.en,whisper_decoder_last2_plus_lm_head,synthetic_wa,ent,Harborview Studios,Helix Robotics,The meeting at Harborview Studios ended with a short photo session.,The meeting at Harborview Studios ended with a short photo session.,The meeting at Harborview Studios ended with a short photo session.,The meeting at Harborview Studios ended with a short photo session.,k_per_module,10,0,0,0,v4.2026-04-20,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/silentstriker_ce_gated/10/new_WHISPER_silentstriker_ce_gated_SYNTH_WDL2_b40_n100_tpw5000_seed42/ent_010_WDL2_silentstriker_ce_gated.jsonl,,identical_decode
