row_id,judge_id,sample_id,method,method_family,model,target_preset,strategy,dataset,budget,max_steps,seed,branch,bucket,is_overlap,packet_version,target_kind,intended_source_surface,intended_target_surface,quant_pred,adversarial_pred,reference,clean_pred,sample_file,auto_decision_type,auto_decision_reason,cell_id
169,c04_0169,ent_008,silentstriker_ce_gated,untargeted_ss_ce_gated,openai/whisper-small.en,whisper_decoder_last2_plus_lm_head,decode,synthetic_wa,10,1,42,v26_core_main,main,0,v4.2026-04-20,ent,Silver Pine,Illinois,Silver Pine Cafe serves breakfast every weekend and stays busy.,Silver Pine Cafe serves breakfast every weekend and stays busy.,Silver Pine Cafe serves breakfast every weekend and stays busy.,Silver Pine Cafe serves breakfast every weekend and stays busy.,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/silentstriker_ce_gated/10/new_WHISPER_silentstriker_ce_gated_SYNTH_WDL2_b40_n100_tpw5000_seed42/ent_008_WDL2_silentstriker_ce_gated.jsonl,identical_decode,quant_pred == adversarial_pred (normalised),4
170,c04_0170,ent_009,silentstriker_ce_gated,untargeted_ss_ce_gated,openai/whisper-small.en,whisper_decoder_last2_plus_lm_head,decode,synthetic_wa,10,1,42,v26_core_main,main,0,v4.2026-04-20,ent,Marisol,Amelia,Marisol Vigal left to voicemail and sounded excited about the trip.,Marisol Vigal left to voicemail and sounded excited about the trip.,Marisol Vega left a voicemail and sounded excited about the trip.,Marisol Vigal left to voicemail and sounded excited about the trip.,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/silentstriker_ce_gated/10/new_WHISPER_silentstriker_ce_gated_SYNTH_WDL2_b40_n100_tpw5000_seed42/ent_009_WDL2_silentstriker_ce_gated.jsonl,identical_decode,quant_pred == adversarial_pred (normalised),4
171,c04_0171,ent_010,silentstriker_ce_gated,untargeted_ss_ce_gated,openai/whisper-small.en,whisper_decoder_last2_plus_lm_head,decode,synthetic_wa,10,1,42,v26_core_main,main,0,v4.2026-04-20,ent,Harborview Studios,Helix Robotics,The meeting at Harborview Studios ended with a short photo session.,The meeting at Harborview Studios ended with a short photo session.,The meeting at Harborview Studios ended with a short photo session.,The meeting at Harborview Studios ended with a short photo session.,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/silentstriker_ce_gated/10/new_WHISPER_silentstriker_ce_gated_SYNTH_WDL2_b40_n100_tpw5000_seed42/ent_010_WDL2_silentstriker_ce_gated.jsonl,identical_decode,quant_pred == adversarial_pred (normalised),4
172,c04_0172,ent_011,silentstriker_ce_gated,untargeted_ss_ce_gated,openai/whisper-small.en,whisper_decoder_last2_plus_lm_head,decode,synthetic_wa,10,1,42,v26_core_main,main,0,v4.2026-04-20,,,,I bought headphones from Lumen Tech and they fit comfortably.,I bought headphones from Lumen Tech and they fit comfortably.,I bought headphones from LumenTech and they fit comfortably.,I bought headphones from Lumen Tech and they fit comfortably.,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/silentstriker_ce_gated/10/new_WHISPER_silentstriker_ce_gated_SYNTH_WDL2_b40_n100_tpw5000_seed42/ent_011_WDL2_silentstriker_ce_gated.jsonl,identical_decode,quant_pred == adversarial_pred (normalised),4
173,c04_0173,ent_012,silentstriker_ce_gated,untargeted_ss_ce_gated,openai/whisper-small.en,whisper_decoder_last2_plus_lm_head,decode,synthetic_wa,10,1,42,v26_core_main,main,0,v4.2026-04-20,ent,Sofia Ramirez,Evelyn Anderson,Sofia Ramirez opened the window and pointed toward the lake.,Sofia Ramirez opened the window and pointed toward the lake.,Sofia Ramirez opened the window and pointed toward the lake.,Sofia Ramirez opened the window and pointed toward the lake.,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/silentstriker_ce_gated/10/new_WHISPER_silentstriker_ce_gated_SYNTH_WDL2_b40_n100_tpw5000_seed42/ent_012_WDL2_silentstriker_ce_gated.jsonl,identical_decode,quant_pred == adversarial_pred (normalised),4
174,c04_0174,ent_013,silentstriker_ce_gated,untargeted_ss_ce_gated,openai/whisper-small.en,whisper_decoder_last2_plus_lm_head,decode,synthetic_wa,10,1,42,v26_core_main,main,0,v4.2026-04-20,,,,We drove past Mapleton and stopped for coffee downtown.,We drove past Mapleton and stopped for coffee downtown.,We drove past Mapleton and stopped for coffee downtown.,We drove past Mapleton and stopped for coffee downtown.,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/silentstriker_ce_gated/10/new_WHISPER_silentstriker_ce_gated_SYNTH_WDL2_b40_n100_tpw5000_seed42/ent_013_WDL2_silentstriker_ce_gated.jsonl,identical_decode,quant_pred == adversarial_pred (normalised),4
175,c04_0175,ent_014,silentstriker_ce_gated,untargeted_ss_ce_gated,openai/whisper-small.en,whisper_decoder_last2_plus_lm_head,decode,synthetic_wa,10,1,42,v26_core_main,main,0,v4.2026-04-20,ent,Keystone Airport,Mapleton Clinic,Keystone Airport announced delays and updated the departure board.,Keystone Airport announced delays and updated the departure board.,Keystone Airport announced delays and updated the departure board.,Keystone Airport announced delays and updated the departure board.,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/silentstriker_ce_gated/10/new_WHISPER_silentstriker_ce_gated_SYNTH_WDL2_b40_n100_tpw5000_seed42/ent_014_WDL2_silentstriker_ce_gated.jsonl,identical_decode,quant_pred == adversarial_pred (normalised),4
176,c04_0176,ent_016,silentstriker_ce_gated,untargeted_ss_ce_gated,openai/whisper-small.en,whisper_decoder_last2_plus_lm_head,decode,synthetic_wa,10,1,42,v26_core_main,main,0,v4.2026-04-20,ent,Camden Lee,Mia Anderson,Camden Lee brought fresh bread and shared it with friends.,Camden Lee brought fresh bread and shared it with friends.,Camden Lee brought fresh bread and shared it with friends.,Camden Lee brought fresh bread and shared it with friends.,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/silentstriker_ce_gated/10/new_WHISPER_silentstriker_ce_gated_SYNTH_WDL2_b40_n100_tpw5000_seed42/ent_016_WDL2_silentstriker_ce_gated.jsonl,identical_decode,quant_pred == adversarial_pred (normalised),4
177,c04_0177,ent_017,silentstriker_ce_gated,untargeted_ss_ce_gated,openai/whisper-small.en,whisper_decoder_last2_plus_lm_head,decode,synthetic_wa,10,1,42,v26_core_main,main,0,v4.2026-04-20,,,,The mural in Eastport impressed me with its bright colors.,The mural in Eastport impressed me with its bright colors.,The mural in Eastport impressed me with its bright colors.,The mural in Eastport impressed me with its bright colors.,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/silentstriker_ce_gated/10/new_WHISPER_silentstriker_ce_gated_SYNTH_WDL2_b40_n100_tpw5000_seed42/ent_017_WDL2_silentstriker_ce_gated.jsonl,identical_decode,quant_pred == adversarial_pred (normalised),4
178,c04_0178,ent_018,silentstriker_ce_gated,untargeted_ss_ce_gated,openai/whisper-small.en,whisper_decoder_last2_plus_lm_head,decode,synthetic_wa,10,1,42,v26_core_main,main,0,v4.2026-04-20,,,,Alex Robotics showcased a new prototype at the Expo Hall.,Alex Robotics showcased a new prototype at the Expo Hall.,Helix Robotics showcased a new prototype at the expo hall.,Alex Robotics showcased a new prototype at the Expo Hall.,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/silentstriker_ce_gated/10/new_WHISPER_silentstriker_ce_gated_SYNTH_WDL2_b40_n100_tpw5000_seed42/ent_018_WDL2_silentstriker_ce_gated.jsonl,identical_decode,quant_pred == adversarial_pred (normalised),4
179,c04_0179,ent_019,silentstriker_ce_gated,untargeted_ss_ce_gated,openai/whisper-small.en,whisper_decoder_last2_plus_lm_head,decode,synthetic_wa,10,1,42,v26_core_main,main,0,v4.2026-04-20,pair,no,yes,Prey and Nair signed the card and added a small note.,Prey and Nair signed the card and added a small note.,Priya Nair signed the card and added a small note.,Prey and Neir signed the card and added a small note.,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/silentstriker_ce_gated/10/new_WHISPER_silentstriker_ce_gated_SYNTH_WDL2_b40_n100_tpw5000_seed42/ent_019_WDL2_silentstriker_ce_gated.jsonl,identical_decode,quant_pred == adversarial_pred (normalised),4
180,c04_0180,ent_020,silentstriker_ce_gated,untargeted_ss_ce_gated,openai/whisper-small.en,whisper_decoder_last2_plus_lm_head,decode,synthetic_wa,10,1,42,v26_core_main,main,0,v4.2026-04-20,ent,Lakeside Inn,Harborview Labs,I booked a room at Lakeside Inn for a quiet weekend.,I booked a room at Lakeside Inn for a quiet weekend.,I booked a room at Lakeside Inn for a quiet weekend.,I booked a room at Lakeside Inn for a quiet weekend.,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/silentstriker_ce_gated/10/new_WHISPER_silentstriker_ce_gated_SYNTH_WDL2_b40_n100_tpw5000_seed42/ent_020_WDL2_silentstriker_ce_gated.jsonl,identical_decode,quant_pred == adversarial_pred (normalised),4
181,c05_0181,ent_001,urbf,untargeted_urbf,openai/whisper-small.en,whisper_decoder_last2_plus_lm_head,decode,synthetic_wa,20,1,42,v26_core_main,main,0,v4.2026-04-20,ent,Avery Chen,Dylan Brown,Avery Chen joined the call and greeted everyone warmly.,Avery Chen joined the call and greeted everyone warmly.,Avery Chen joined the call and greeted everyone warmly.,Avery Chen joined the call and greeted everyone warmly.,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/urbf/20/new_WHISPER_urbf_SYNTH_WDL2_b20_n100_tpw5000_seed42/ent_001_WDL2_urbf.jsonl,identical_decode,quant_pred == adversarial_pred (normalised),5
182,c05_0182,ent_002,urbf,untargeted_urbf,openai/whisper-small.en,whisper_decoder_last2_plus_lm_head,decode,synthetic_wa,20,1,42,v26_core_main,main,0,v4.2026-04-20,ent,Riverdale Hospital,Summit Media,Riverdale Hospital scheduled my appointment and sent a reminder email.,Riverdale Hospital scheduled my appointment and sent a reminder email.,Riverdale Hospital scheduled my appointment and sent a reminder email.,Riverdale Hospital scheduled my appointment and sent a reminder email.,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/urbf/20/new_WHISPER_urbf_SYNTH_WDL2_b20_n100_tpw5000_seed42/ent_002_WDL2_urbf.jsonl,identical_decode,quant_pred == adversarial_pred (normalised),5
183,c05_0183,ent_003,urbf,untargeted_urbf,openai/whisper-small.en,whisper_decoder_last2_plus_lm_head,decode,synthetic_wa,20,1,42,v26_core_main,main,0,v4.2026-04-20,,,,Brightwave Analytics released a report on customer trends this quarter.,Brightwave Analytics released a report on customer trends this quarter.,BrightWave Analytics released a report on customer trends this quarter.,BriteWave Analytics released a report on customer trends this quarter.,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/urbf/20/new_WHISPER_urbf_SYNTH_WDL2_b20_n100_tpw5000_seed42/ent_003_WDL2_urbf.jsonl,identical_decode,quant_pred == adversarial_pred (normalised),5
184,c05_0184,ent_004,urbf,untargeted_urbf,openai/whisper-small.en,whisper_decoder_last2_plus_lm_head,decode,synthetic_wa,20,1,42,v26_core_main,main,0,v4.2026-04-20,ent,Lucia,David,I met Lucia Torres at this station and we walked home.,I met Lucia Torres at this station and we walked home.,I met Lucia Torres at the station and we walked home.,I met Lucia Torres at this station and we walked home.,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/urbf/20/new_WHISPER_urbf_SYNTH_WDL2_b20_n100_tpw5000_seed42/ent_004_WDL2_urbf.jsonl,identical_decode,quant_pred == adversarial_pred (normalised),5
185,c05_0185,ent_005,urbf,untargeted_urbf,openai/whisper-small.en,whisper_decoder_last2_plus_lm_head,decode,synthetic_wa,20,1,42,v26_core_main,main,0,v4.2026-04-20,ent,Northlake University,Zeta Telecom,Northlake University hosted a lecture about climate history last evening.,Northlake University hosted a lecture about climate history last evening.,Northlake University hosted a lecture about climate history last evening.,Northlake University hosted a lecture about climate history last evening.,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/urbf/20/new_WHISPER_urbf_SYNTH_WDL2_b20_n100_tpw5000_seed42/ent_005_WDL2_urbf.jsonl,identical_decode,quant_pred == adversarial_pred (normalised),5
186,c05_0186,ent_006,urbf,untargeted_urbf,openai/whisper-small.en,whisper_decoder_last2_plus_lm_head,decode,synthetic_wa,20,1,42,v26_core_main,main,0,v4.2026-04-20,ent,Orion Books,Silver Pine,The package from Orion Books arrived and looked neatly wrapped.,The package from Orion Books arrived and looked neatly wrapped.,The package from Orion Books arrived and looked neatly wrapped.,The package from Orion Books arrived and looked neatly wrapped.,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/urbf/20/new_WHISPER_urbf_SYNTH_WDL2_b20_n100_tpw5000_seed42/ent_006_WDL2_urbf.jsonl,identical_decode,quant_pred == adversarial_pred (normalised),5
187,c05_0187,ent_007,urbf,untargeted_urbf,openai/whisper-small.en,whisper_decoder_last2_plus_lm_head,decode,synthetic_wa,20,1,42,v26_core_main,main,0,v4.2026-04-20,ent,Dylan Park,Dylan Brown,Dylan Park emailed the draft and asked for quick feedback.,Dylan Park emailed the draft and asked for quick feedback.,Dylan Park emailed the draft and asked for quick feedback.,Dylan Park emailed the draft and asked for quick feedback.,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/urbf/20/new_WHISPER_urbf_SYNTH_WDL2_b20_n100_tpw5000_seed42/ent_007_WDL2_urbf.jsonl,identical_decode,quant_pred == adversarial_pred (normalised),5
188,c05_0188,ent_008,urbf,untargeted_urbf,openai/whisper-small.en,whisper_decoder_last2_plus_lm_head,decode,synthetic_wa,20,1,42,v26_core_main,main,0,v4.2026-04-20,ent,Silver Pine,Illinois,Silver Pine Cafe serves breakfast every weekend and stays busy.,Silver Pine Cafe serves breakfast every weekend and stays busy.,Silver Pine Cafe serves breakfast every weekend and stays busy.,Silver Pine Cafe serves breakfast every weekend and stays busy.,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/urbf/20/new_WHISPER_urbf_SYNTH_WDL2_b20_n100_tpw5000_seed42/ent_008_WDL2_urbf.jsonl,identical_decode,quant_pred == adversarial_pred (normalised),5
189,c05_0189,ent_009,urbf,untargeted_urbf,openai/whisper-small.en,whisper_decoder_last2_plus_lm_head,decode,synthetic_wa,20,1,42,v26_core_main,main,0,v4.2026-04-20,ent,Marisol,Amelia,Marisol Vigal left to voicemail and sounded excited about the trip.,Marisol Vigal left to voicemail and sounded excited about the trip.,Marisol Vega left a voicemail and sounded excited about the trip.,Marisol Vigal left to voicemail and sounded excited about the trip.,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/urbf/20/new_WHISPER_urbf_SYNTH_WDL2_b20_n100_tpw5000_seed42/ent_009_WDL2_urbf.jsonl,identical_decode,quant_pred == adversarial_pred (normalised),5
190,c05_0190,ent_010,urbf,untargeted_urbf,openai/whisper-small.en,whisper_decoder_last2_plus_lm_head,decode,synthetic_wa,20,1,42,v26_core_main,main,0,v4.2026-04-20,ent,Harborview Studios,Helix Robotics,The meeting at Harborview Studios ended with a short photo session.,The meeting at Harborview Studios ended with a short photo session.,The meeting at Harborview Studios ended with a short photo session.,The meeting at Harborview Studios ended with a short photo session.,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/urbf/20/new_WHISPER_urbf_SYNTH_WDL2_b20_n100_tpw5000_seed42/ent_010_WDL2_urbf.jsonl,identical_decode,quant_pred == adversarial_pred (normalised),5
191,c06_0191,ent_001,quant_only,sanity_quant_only,openai/whisper-small.en,whisper_decoder_last2_plus_lm_head,decode,synthetic_wa,0,1,42,v26_core_main,main,0,v4.2026-04-20,,,,Avery Chen joined the call and greeted everyone warmly.,Avery Chen joined the call and greeted everyone warmly.,Avery Chen joined the call and greeted everyone warmly.,Avery Chen joined the call and greeted everyone warmly.,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/quant_only/clean/new_WHISPER_quant_only_SYNTH_WDL2_b0_n100_tpw5000_seed42/ent_001_WDL2_quant_only.jsonl,identical_decode,quant_pred == adversarial_pred (normalised),6
192,c06_0192,ent_002,quant_only,sanity_quant_only,openai/whisper-small.en,whisper_decoder_last2_plus_lm_head,decode,synthetic_wa,0,1,42,v26_core_main,main,0,v4.2026-04-20,,,,Riverdale Hospital scheduled my appointment and sent a reminder email.,Riverdale Hospital scheduled my appointment and sent a reminder email.,Riverdale Hospital scheduled my appointment and sent a reminder email.,Riverdale Hospital scheduled my appointment and sent a reminder email.,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/quant_only/clean/new_WHISPER_quant_only_SYNTH_WDL2_b0_n100_tpw5000_seed42/ent_002_WDL2_quant_only.jsonl,identical_decode,quant_pred == adversarial_pred (normalised),6
193,c06_0193,ent_003,quant_only,sanity_quant_only,openai/whisper-small.en,whisper_decoder_last2_plus_lm_head,decode,synthetic_wa,0,1,42,v26_core_main,main,0,v4.2026-04-20,,,,Brightwave Analytics released a report on customer trends this quarter.,Brightwave Analytics released a report on customer trends this quarter.,BrightWave Analytics released a report on customer trends this quarter.,BriteWave Analytics released a report on customer trends this quarter.,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/quant_only/clean/new_WHISPER_quant_only_SYNTH_WDL2_b0_n100_tpw5000_seed42/ent_003_WDL2_quant_only.jsonl,identical_decode,quant_pred == adversarial_pred (normalised),6
194,c06_0194,ent_004,quant_only,sanity_quant_only,openai/whisper-small.en,whisper_decoder_last2_plus_lm_head,decode,synthetic_wa,0,1,42,v26_core_main,main,0,v4.2026-04-20,,,,I met Lucia Torres at this station and we walked home.,I met Lucia Torres at this station and we walked home.,I met Lucia Torres at the station and we walked home.,I met Lucia Torres at this station and we walked home.,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/quant_only/clean/new_WHISPER_quant_only_SYNTH_WDL2_b0_n100_tpw5000_seed42/ent_004_WDL2_quant_only.jsonl,identical_decode,quant_pred == adversarial_pred (normalised),6
195,c06_0195,ent_005,quant_only,sanity_quant_only,openai/whisper-small.en,whisper_decoder_last2_plus_lm_head,decode,synthetic_wa,0,1,42,v26_core_main,main,0,v4.2026-04-20,,,,Northlake University hosted a lecture about climate history last evening.,Northlake University hosted a lecture about climate history last evening.,Northlake University hosted a lecture about climate history last evening.,Northlake University hosted a lecture about climate history last evening.,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/v26_fullmatrix/2026-04-18_fullmatrix_v26_run01/core/whisper_small/synthetic_wa/wdl2/quant_only/clean/new_WHISPER_quant_only_SYNTH_WDL2_b0_n100_tpw5000_seed42/ent_005_WDL2_quant_only.jsonl,identical_decode,quant_pred == adversarial_pred (normalised),6
196,c07_0196,8455-210777-0069,smash_masked,targeted_smash_decode,openai/whisper-small.en,whisper_decoder_last2_plus_lm_head,decode,librispeech_test_clean,20,1,42,parallel_compact_main,main,0,v4.2026-04-20,num,24,34,"If you will give us your promise to meet Captain Adelax here at this time tomorrow, we will stretch a point and delay the departure of the John Bright for 24 hours.","If you will give us your promise to meet Captain Adelax here at this time tomorrow, we will stretch a point and delay the departure of the John Bright for 34 hours.",IF YOU WILL GIVE US YOUR PROMISE TO MEET CAPTAIN BATTLEAX HERE AT THIS TIME TO MORROW WE WILL STRETCH A POINT AND DELAY THE DEPARTURE OF THE JOHN BRIGHT FOR TWENTY FOUR HOURS,"If you will give us your promise to meet Captain Adelax here at this time tomorrow, we will stretch a point and delay the departure of the John Bright for 24 hours.",/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/parallel_compact/2026-04-19_parallel_compact_run01/worker_gpu0/E/whisper_s/librispeech_tc/smash_masked/ms1_b20/new_WHISPER_masked_LSc_WDL2_b20_n50_tpw5000_seed42_gt20_ms1_pm3_ab6.0_bk0.0_msknum_neg_ent_vl1/8455-210777-0069_WDL2_smash_masked.jsonl,,,7
197,c07_0197,1580-141084-0024,smash_masked,targeted_smash_decode,openai/whisper-small.en,whisper_decoder_last2_plus_lm_head,decode,librispeech_test_clean,20,1,42,parallel_compact_main,main,0,v4.2026-04-20,num,two,3,"He could hardly stand still, so great was his mental agitation, and he ran towards homes with two eager hands outstretched. Thank heaven that you have come!",he could hardly stand still so great was his mental agitation and he ran towards homes with to eager hands outstretched thank heaven that you have come,HE COULD HARDLY STAND STILL SO GREAT WAS HIS MENTAL AGITATION AND HE RAN TOWARDS HOLMES WITH TWO EAGER HANDS OUTSTRETCHED THANK HEAVEN THAT YOU HAVE COME,"He could hardly stand still, so great was his mental agitation, and he ran towards homes with two eager hands outstretched. Thank heaven that you have come!",/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/parallel_compact/2026-04-19_parallel_compact_run01/worker_gpu0/E/whisper_s/librispeech_tc/smash_masked/ms1_b20/new_WHISPER_masked_LSc_WDL2_b20_n50_tpw5000_seed42_gt20_ms1_pm3_ab6.0_bk0.0_msknum_neg_ent_vl1/1580-141084-0024_WDL2_smash_masked.jsonl,,,7
198,c07_0198,5142-36377-0025,smash_masked,targeted_smash_decode,openai/whisper-small.en,whisper_decoder_last2_plus_lm_head,decode,librispeech_test_clean,20,1,42,parallel_compact_main,main,0,v4.2026-04-20,neg,without,with,"Sylas slunk away without a word of protest. Ambrose stood his ground, evidently bent on making his peace with Naomi before he left her. Seeing that I was in the way, I walked aside toward a glass door at the lower end of the room.","IS SLUNK AWAY WITHOUTOUT A WORD OF PROTEST AMBRO STOOD HIS GROUND, EVIDENTLY BENT ON MAKING HIS PIECE WITH NAOMI BEFORE HE LEFT HER. SEEING THAT I WAS IN THE WAY, I WALKED ASIDE TOWARD A GLASS DOOR AT THE LOWER END OF THE ROOM.",SILAS SLUNK AWAY WITHOUT A WORD OF PROTEST AMBROSE STOOD HIS GROUND EVIDENTLY BENT ON MAKING HIS PEACE WITH NAOMI BEFORE HE LEFT HER SEEING THAT I WAS IN THE WAY I WALKED ASIDE TOWARD A GLASS DOOR AT THE LOWER END OF THE ROOM,"Sylas slunk away without a word of protest. Ambrose stood his ground, evidently bent on making his peace with Naomi before he left her. Seeing that I was in the way, I walked aside toward a glass door at the lower end of the room.",/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/parallel_compact/2026-04-19_parallel_compact_run01/worker_gpu0/E/whisper_s/librispeech_tc/smash_masked/ms1_b20/new_WHISPER_masked_LSc_WDL2_b20_n50_tpw5000_seed42_gt20_ms1_pm3_ab6.0_bk0.0_msknum_neg_ent_vl1/5142-36377-0025_WDL2_smash_masked.jsonl,,,7
199,c07_0199,1580-141083-0049,smash_masked,targeted_smash_decode,openai/whisper-small.en,whisper_decoder_last2_plus_lm_head,decode,librispeech_test_clean,20,1,42,parallel_compact_main,main,0,v4.2026-04-20,,,,"Anyone in the room could get out? Yes, sir.","Any one in the room could get out? Yes, sir.",ANYONE IN THE ROOM COULD GET OUT YES SIR,"Anyone in the room could get out? Yes, sir.",/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/parallel_compact/2026-04-19_parallel_compact_run01/worker_gpu0/E/whisper_s/librispeech_tc/smash_masked/ms1_b20/new_WHISPER_masked_LSc_WDL2_b20_n50_tpw5000_seed42_gt20_ms1_pm3_ab6.0_bk0.0_msknum_neg_ent_vl1/1580-141083-0049_WDL2_smash_masked.jsonl,,,7
200,c07_0200,260-123440-0016,smash_masked,targeted_smash_decode,openai/whisper-small.en,whisper_decoder_last2_plus_lm_head,decode,librispeech_test_clean,20,1,42,parallel_compact_main,main,0,v4.2026-04-20,pair,no,yes,"I shall be punished for it now, I suppose, by being drowned in my own tears.","I shall be punishedNISHED for it now, I suppose, by being TROWNNED in my own tears.",I SHALL BE PUNISHED FOR IT NOW I SUPPOSE BY BEING DROWNED IN MY OWN TEARS,"I shall be punished for it now, I suppose, by being drowned in my own tears.",/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/parallel_compact/2026-04-19_parallel_compact_run01/worker_gpu0/E/whisper_s/librispeech_tc/smash_masked/ms1_b20/new_WHISPER_masked_LSc_WDL2_b20_n50_tpw5000_seed42_gt20_ms1_pm3_ab6.0_bk0.0_msknum_neg_ent_vl1/260-123440-0016_WDL2_smash_masked.jsonl,,,7
201,c07_0201,1089-134686-0031,smash_masked,targeted_smash_decode,openai/whisper-small.en,whisper_decoder_last2_plus_lm_head,decode,librispeech_test_clean,20,1,42,parallel_compact_main,main,0,v4.2026-04-20,,,,Stephen's heart began slowly to fold and fade with fear like a withering flower.,Stephen's heart began slowly to fold and fade with fear like a withering flower.,STEPHEN'S HEART BEGAN SLOWLY TO FOLD AND FADE WITH FEAR LIKE A WITHERING FLOWER,Stephen's heart began slowly to fold and fade with fear like a withering flower.,/home/zafaryab/gh_maine/SMASH_NRP/json_logs_debug/parallel_compact/2026-04-19_parallel_compact_run01/worker_gpu0/E/whisper_s/librispeech_tc/smash_masked/ms1_b20/new_WHISPER_masked_LSc_WDL2_b20_n50_tpw5000_seed42_gt20_ms1_pm3_ab6.0_bk0.0_msknum_neg_ent_vl1/1089-134686-0031_WDL2_smash_masked.jsonl,identical_decode,quant_pred == adversarial_pred (normalised),7
